game_id,season,period_number,clock_display_value,team_id,athlete_id_1,athlete_id_2,type_id,type_text,scoring_play,score_value,coordinate_x,coordinate_y,coordinate_x_raw,coordinate_y_raw
274000063,2007,1,19:47,2633,4839,,20558,JumpShot,false,0,,,,
274000063,2007,1,19:27,2633,5896,,30558,Three Point Jump Shot,true,3,,,,
274000063,2007,1,19:01,164,4814,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,1,18:39,2633,3707,,20558,JumpShot,true,2,,,,
274000063,2007,1,17:58,164,4816,,30558,Three Point Jump Shot,true,3,,,,
274000063,2007,1,17:43,2633,4840,,20558,JumpShot,false,0,,,,
274000063,2007,1,17:32,164,5323,,20558,JumpShot,false,0,,,,
274000063,2007,1,17:13,2633,5145,,20558,JumpShot,false,0,,,,
274000063,2007,1,16:47,2633,3707,,20558,JumpShot,false,0,,,,
274000063,2007,1,16:35,2633,5145,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,1,16:35,2633,5145,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,1,16:11,164,5869,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,1,16:11,164,5869,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,1,16:03,2633,3707,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,1,15:47,2633,5896,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,1,15:39,164,5403,,20558,JumpShot,false,0,,,,
274000063,2007,1,15:28,2633,4839,,20558,JumpShot,false,0,,,,
274000063,2007,1,15:20,2633,5145,,20424,LayupShot,false,0,,,,
274000063,2007,1,14:39,164,4814,,20558,JumpShot,true,2,,,,
274000063,2007,1,14:12,2633,3707,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,1,13:47,2633,4839,,20424,LayupShot,false,0,,,,
274000063,2007,1,13:24,2633,5145,,20558,JumpShot,false,0,,,,
274000063,2007,1,12:48,164,4814,,20558,JumpShot,true,2,,,,
274000063,2007,1,12:33,2633,4840,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,1,12:24,164,5323,,20424,LayupShot,false,0,,,,
274000063,2007,1,12:00,2633,3707,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,1,12:00,2633,3707,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,1,11:30,2633,5145,,20424,LayupShot,true,2,,,,
274000063,2007,1,10:56,164,5868,,20558,JumpShot,false,0,,,,
274000063,2007,1,10:45,2633,5145,,20558,JumpShot,true,2,,,,
274000063,2007,1,10:19,164,5323,,20558,JumpShot,true,2,,,,
274000063,2007,1,9:40,164,4816,,20424,LayupShot,false,0,,,,
274000063,2007,1,9:38,164,5323,,20558,JumpShot,true,2,,,,
274000063,2007,1,9:31,2633,4839,,20558,JumpShot,false,0,,,,
274000063,2007,1,9:26,2633,5898,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,1,9:26,2633,5898,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,1,8:06,2633,5898,,20558,JumpShot,true,2,,,,
274000063,2007,1,7:39,164,5876,,20424,LayupShot,true,2,,,,
274000063,2007,1,7:21,2633,5145,,20558,JumpShot,false,0,,,,
274000063,2007,1,6:25,164,5876,,20424,LayupShot,false,0,,,,
274000063,2007,1,6:01,2633,5145,,20424,LayupShot,true,2,,,,
274000063,2007,1,5:35,164,4814,,20558,JumpShot,false,0,,,,
274000063,2007,1,5:05,164,4814,,20558,JumpShot,false,0,,,,
274000063,2007,1,4:56,2633,5145,,20558,JumpShot,false,0,,,,
274000063,2007,1,4:41,2633,5898,,20424,LayupShot,true,2,,,,
274000063,2007,1,4:17,164,4814,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,1,3:59,2633,4839,,20558,JumpShot,false,0,,,,
274000063,2007,1,3:50,2633,3707,,20558,JumpShot,true,2,,,,
274000063,2007,1,3:34,164,4816,,20424,LayupShot,true,2,,,,
274000063,2007,1,2:59,2633,5898,,20424,LayupShot,true,2,,,,
274000063,2007,1,2:38,164,5323,,20424,LayupShot,true,2,,,,
274000063,2007,1,2:22,2633,3707,,20558,JumpShot,false,0,,,,
274000063,2007,1,2:16,2633,3707,,30558,Three Point Jump Shot,true,3,,,,
274000063,2007,1,1:51,164,5403,,20558,JumpShot,false,0,,,,
274000063,2007,1,1:28,2633,5898,,20424,LayupShot,false,0,,,,
274000063,2007,1,1:25,2633,3707,,20558,JumpShot,false,0,,,,
274000063,2007,1,0:46,164,4814,,20558,JumpShot,false,0,,,,
274000063,2007,1,0:30,2633,5145,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,1,0:30,2633,5145,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,1,0:12,2633,4839,,20424,LayupShot,true,2,,,,
274000063,2007,1,0:12,2633,4839,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,1,0:02,164,4816,,20558,JumpShot,false,0,,,,
274000063,2007,2,19:45,164,4814,,20558,JumpShot,true,2,,,,
274000063,2007,2,19:22,2633,5145,,20424,LayupShot,true,2,,,,
274000063,2007,2,18:48,2633,4840,,20558,JumpShot,false,0,,,,
274000063,2007,2,18:38,2633,5145,,20558,JumpShot,true,2,,,,
274000063,2007,2,18:08,164,4816,,20558,JumpShot,false,0,,,,
274000063,2007,2,17:43,2633,3707,,20558,JumpShot,false,0,,,,
274000063,2007,2,17:24,164,5323,,20558,JumpShot,false,0,,,,
274000063,2007,2,17:21,164,5323,,20558,JumpShot,true,2,,,,
274000063,2007,2,16:38,2633,5145,,20558,JumpShot,false,0,,,,
274000063,2007,2,16:30,164,5868,,20424,LayupShot,true,2,,,,
274000063,2007,2,16:00,2633,5145,,20558,JumpShot,false,0,,,,
274000063,2007,2,15:58,2633,4839,,20424,LayupShot,false,0,,,,
274000063,2007,2,15:57,2633,4839,,20424,LayupShot,true,2,,,,
274000063,2007,2,15:57,2633,4839,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,2,15:40,164,5323,,20558,JumpShot,true,2,,,,
274000063,2007,2,15:06,2633,3707,,20558,JumpShot,false,0,,,,
274000063,2007,2,14:46,2633,3707,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,14:17,164,5868,,20558,JumpShot,false,0,,,,
274000063,2007,2,14:13,164,5870,,20558,JumpShot,false,0,,,,
274000063,2007,2,13:37,164,5870,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,13:34,164,5323,,20424,LayupShot,true,2,,,,
274000063,2007,2,13:15,2633,4839,,20424,LayupShot,false,0,,,,
274000063,2007,2,13:08,2633,4840,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,13:03,2633,5896,,30558,Three Point Jump Shot,true,3,,,,
274000063,2007,2,12:29,164,5323,,20558,JumpShot,false,0,,,,
274000063,2007,2,12:18,2633,5896,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,12:01,164,4816,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,11:47,2633,5896,,30558,Three Point Jump Shot,true,3,,,,
274000063,2007,2,11:17,2633,4840,,20424,LayupShot,true,2,,,,
274000063,2007,2,10:48,164,4816,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,10:43,164,4814,,20558,JumpShot,false,0,,,,
274000063,2007,2,10:25,164,5323,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,10:25,164,5323,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,10:15,2633,5896,,30558,Three Point Jump Shot,true,3,,,,
274000063,2007,2,9:52,164,5323,,20424,LayupShot,false,0,,,,
274000063,2007,2,9:49,164,5323,,20424,LayupShot,false,0,,,,
274000063,2007,2,9:26,2633,5896,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,8:54,164,5869,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,2,8:54,164,5869,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,8:39,2633,4840,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,8:36,2633,4839,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,2,8:36,2633,4839,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,2,8:35,2633,5896,,20424,LayupShot,false,0,,,,
274000063,2007,2,8:22,164,5403,,20558,JumpShot,true,2,,,,
274000063,2007,2,7:59,2633,5145,,20424,LayupShot,false,0,,,,
274000063,2007,2,7:06,2633,3707,,20558,JumpShot,true,2,,,,
274000063,2007,2,6:16,164,5870,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,5:56,164,5403,,20558,JumpShot,false,0,,,,
274000063,2007,2,5:53,164,5323,,20558,JumpShot,true,2,,,,
274000063,2007,2,5:53,164,5323,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,2,5:28,2633,5896,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,5:07,2633,4840,,20558,JumpShot,true,2,,,,
274000063,2007,2,4:41,164,5403,,20558,JumpShot,true,2,,,,
274000063,2007,2,4:07,2633,5145,,20558,JumpShot,false,0,,,,
274000063,2007,2,4:04,2633,4839,,97,Free Throw 1 of 1,false,0,,,,
274000063,2007,2,3:50,164,4814,,20558,JumpShot,true,2,,,,
274000063,2007,2,3:15,2633,5898,,20558,JumpShot,false,0,,,,
274000063,2007,2,3:05,164,5403,,20558,JumpShot,false,0,,,,
274000063,2007,2,2:35,164,4816,,30558,Three Point Jump Shot,true,3,,,,
274000063,2007,2,2:12,2633,5145,,20424,LayupShot,false,0,,,,
274000063,2007,2,1:48,2633,4840,,20558,JumpShot,false,0,,,,
274000063,2007,2,1:45,2633,5145,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,1:45,2633,5145,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,1:36,164,4816,,30558,Three Point Jump Shot,false,0,,,,
274000063,2007,2,1:23,2633,5145,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,1:23,2633,5145,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,1:13,164,5323,,20424,LayupShot,true,2,,,,
274000063,2007,2,1:08,2633,5145,,97,Free Throw 1 of 1,true,1,,,,
274000063,2007,2,1:08,2633,5145,,97,Free Throw 1 of 1,true,1,,,,
