game_id,season,period_number,clock_display_value,team_id,athlete_id_1,type_id,type_text,scoring_play,score_value,coordinate_x,coordinate_y,coordinate_x_raw,coordinate_y_raw
254000063,2005,1,19:36,127,1167,20558,JumpShot,false,0,,,,
254000063,2005,1,19:08,127,3295,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,18:57,239,2428,20424,LayupShot,false,0,,,,
254000063,2005,1,18:30,127,1167,20558,JumpShot,true,2,,,,
254000063,2005,1,17:40,239,4420,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,1,17:17,127,1171,20558,JumpShot,false,0,,,,
254000063,2005,1,17:01,127,4086,20424,LayupShot,false,0,,,,
254000063,2005,1,16:48,239,4939,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,16:31,127,3295,20558,JumpShot,false,0,,,,
254000063,2005,1,16:12,127,3299,20558,JumpShot,false,0,,,,
254000063,2005,1,16:01,239,4420,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,1,15:35,127,1167,20424,LayupShot,true,2,,,,
254000063,2005,1,14:56,239,4939,20558,JumpShot,false,0,,,,
254000063,2005,1,14:36,127,1171,20558,JumpShot,false,0,,,,
254000063,2005,1,14:21,239,2428,20558,JumpShot,true,2,,,,
254000063,2005,1,14:05,127,1171,20424,LayupShot,true,2,,,,
254000063,2005,1,13:47,239,121,20424,LayupShot,false,0,,,,
254000063,2005,1,13:44,239,121,20424,LayupShot,true,2,,,,
254000063,2005,1,13:26,127,1171,20558,JumpShot,false,0,,,,
254000063,2005,1,13:17,239,2428,20558,JumpShot,false,0,,,,
254000063,2005,1,13:14,239,2427,20424,LayupShot,true,2,,,,
254000063,2005,1,12:46,127,3299,20558,JumpShot,true,2,,,,
254000063,2005,1,12:24,127,3295,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,12:11,239,121,97,Free Throw 1 of 1,false,0,,,,
254000063,2005,1,12:11,239,121,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,1,11:42,239,4420,20558,JumpShot,false,0,,,,
254000063,2005,1,11:40,239,121,97,Free Throw 1 of 1,false,0,,,,
254000063,2005,1,11:40,239,121,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,1,10:50,239,121,20558,JumpShot,false,0,,,,
254000063,2005,1,10:24,127,4087,20558,JumpShot,false,0,,,,
254000063,2005,1,10:14,239,2428,20558,JumpShot,true,2,,,,
254000063,2005,1,9:42,127,1167,20558,JumpShot,false,0,,,,
254000063,2005,1,9:27,239,121,20558,JumpShot,false,0,,,,
254000063,2005,1,9:15,239,2428,20558,JumpShot,true,2,,,,
254000063,2005,1,8:49,127,4086,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,8:31,239,121,20558,JumpShot,false,0,,,,
254000063,2005,1,8:13,239,2427,20558,JumpShot,true,2,,,,
254000063,2005,1,7:52,127,3295,20558,JumpShot,true,2,,,,
254000063,2005,1,7:31,239,4420,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,7:01,239,4938,20424,LayupShot,true,2,,,,
254000063,2005,1,6:46,127,3295,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,1,6:46,127,3295,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,1,6:24,239,121,20558,JumpShot,true,2,,,,
254000063,2005,1,6:07,127,4087,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,5:57,239,121,20424,LayupShot,true,2,,,,
254000063,2005,1,5:41,127,3295,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,5:32,239,4420,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,1,5:12,127,1167,97,Free Throw 1 of 1,false,0,,,,
254000063,2005,1,5:12,127,1167,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,1,4:46,239,2428,20558,JumpShot,false,0,,,,
254000063,2005,1,4:38,239,2428,20558,JumpShot,false,0,,,,
254000063,2005,1,4:02,239,124,20558,JumpShot,false,0,,,,
254000063,2005,1,3:55,239,4938,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,3:28,127,1167,20558,JumpShot,false,0,,,,
254000063,2005,1,3:14,239,4420,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,1,2:57,127,1167,20424,LayupShot,true,2,,,,
254000063,2005,1,2:23,127,1171,20424,LayupShot,false,0,,,,
254000063,2005,1,2:18,127,3295,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,1,2:01,239,121,20558,JumpShot,false,0,,,,
254000063,2005,1,1:39,127,3295,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,1,1:14,239,4420,30558,Three Point Jump Shot,false,0,,,,
254000063,2005,1,1:12,127,1167,20424,LayupShot,true,2,,,,
254000063,2005,1,0:49,239,2428,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,1,0:49,239,2428,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,1,0:34,127,1167,20424,LayupShot,true,2,,,,
254000063,2005,1,0:09,239,4420,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,2,19:49,127,3295,20424,LayupShot,true,2,,,,
254000063,2005,2,19:29,127,1167,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,2,19:29,127,1167,97,Free Throw 1 of 1,false,0,,,,
254000063,2005,2,19:12,239,2428,20424,LayupShot,false,0,,,,
254000063,2005,2,18:42,239,2427,30558,Three Point Jump Shot,true,3,,,,
254000063,2005,2,18:25,127,1171,20424,LayupShot,true,2,,,,
254000063,2005,2,18:08,239,2428,20424,LayupShot,true,2,,,,
254000063,2005,2,18:08,239,2428,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,2,17:55,127,1171,20424,LayupShot,false,0,,,,
254000063,2005,2,17:34,127,1167,20424,LayupShot,true,2,,,,
254000063,2005,2,17:34,127,1167,97,Free Throw 1 of 1,true,1,,,,
254000063,2005,2,17:12,239,121,97,Free Throw 1 of 1,true,1,,,,
