season,athlete_id,guid,uid,slug,type,first_name,last_name,full_name,display_name,short_name,height,display_height,weight,display_weight,age,date_of_birth,birth_city,birth_state,birth_country,jersey,position_id,position_name,position_abbreviation,position_display_name,college_id,current_team_id,headshot_href,experience_years,status_id,status_name,status_type,draft_year,draft_round,draft_selection,active
2022,6961,d728a46a-c58b-1bf7-bf69-edbb6884ce18,s:40~l:54~a:6961,jasmine-smith,basketball,Jasmine,Smith,Jasmine Smith,Jasmine Smith,J. Smith,67.0,"5' 7""",,,,,Cypress,TX,USA,10,3,Guard,G,Guard,,2567,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/6961.png,4,2,Inactive,inactive,,,,false
2022,12038,85b7c452-ad0d-ebb2-e566-945e81782916,s:40~l:54~a:12038,ashley-jones,basketball,Ashley,Jones,Ashley Jones,Ashley Jones,A. Jones,67.0,"5' 7""",,,,,Philadelphia,PA,USA,23,3,Guard,G,Guard,,79,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/12038.png,5,2,Inactive,inactive,,,,false
2022,15011,55a6491c-63b4-ca11-eddd-fbdc0363e00e,s:40~l:54~a:15011,jelessa-williams,basketball,Jelessa,Williams,Jelessa Williams,Jelessa Williams,J. Williams,65.0,"5' 5""",,,,,Marion,AR,USA,22,4,Point Guard,PG,Point Guard,,2027,,2,2,Inactive,inactive,,,,false
2022,16084,23aa3df1-8590-4bc7-8df4-c78fbf2ff0d5,s:40~l:54~a:16084,simone-young,basketball,Simone,Young,Simone Young,Simone Young,S. Young,67.0,"5' 7""",,,,,West Memphis,AR,USA,21,3,Guard,G,Guard,,2027,,4,2,Inactive,inactive,,,,false
2022,16087,1f46ba2b-80f6-a61a-86fa-f59e94407979,s:40~l:54~a:16087,jalisa-montgomery,basketball,Jalisa,Montgomery,Jalisa Montgomery,Jalisa Montgomery,J. Montgomery,70.0,"5' 10""",,,,,Little Rock,SC,USA,4,2,Forward,F,Forward,,2027,,4,2,Inactive,inactive,,,,false
2022,16181,b8a4fe25-22ba-17ba-3bb4-2a6f7819d32a,s:40~l:54~a:16181,linsey-winkinson,basketball,Linsey,Winkinson,Linsey Winkinson,Linsey Winkinson,L. Winkinson,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16182,ae0eeae3-5b66-20f5-1ad6-5d336c1ea94d,s:40~l:54~a:16182,sabrin-westmoreland,basketball,Sabrin,Westmoreland,Sabrin Westmoreland,Sabrin Westmoreland,S. Westmoreland,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16183,62d892d4-6de7-e276-9be4-270e23552f6d,s:40~l:54~a:16183,sibyl-thomas,basketball,Sibyl,Thomas,Sibyl Thomas,Sibyl Thomas,S. Thomas,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16184,6db24c62-696a-fd7f-f34f-c5b2666367c7,s:40~l:54~a:16184,ashton-abshier,basketball,Ashton,Abshier,Ashton Abshier,Ashton Abshier,A. Abshier,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16185,656bf871-4d85-2fe4-3034-c193eb390673,s:40~l:54~a:16185,lucinda-sylvain,basketball,Lucinda,Sylvain,Lucinda Sylvain,Lucinda Sylvain,L. Sylvain,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16186,bbe03f5c-e67b-0dd3-3e5a-cea04a953960,s:40~l:54~a:16186,jeniquia-cheeks,basketball,Jeniquia,Cheeks,Jeniquia Cheeks,Jeniquia Cheeks,J. Cheeks,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16188,e25ae2ee-77cd-0ae5-f668-6dfa57070538,s:40~l:54~a:16188,vivian-rowland,basketball,Vivian,Rowland,Vivian Rowland,Vivian Rowland,V. Rowland,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16189,23e66d67-459c-bd29-9d2b-fce24f6e2ae7,s:40~l:54~a:16189,tonya-villines,basketball,Tonya,Villines,Tonya Villines,Tonya Villines,T. Villines,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16192,c7396648-cc0e-b9cd-b2e9-8914d76092b1,s:40~l:54~a:16192,bonnie-domonquez,basketball,Bonnie,Domonquez,Bonnie Domonquez,Bonnie Domonquez,B. Domonquez,,,,,,,,,,,0,Not Available,NA,Not Available,,3120,,,2,Inactive,inactive,,,,false
2022,16445,daa1bbcf-7b42-d8be-ea48-1d2b4d7eb8d7,s:40~l:54~a:16445,kristin-rogers,basketball,Kristin,Rogers,Kristin Rogers,Kristin Rogers,K. Rogers,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,1,2,Inactive,inactive,,,,false
2022,16446,d66652cf-73f4-1a3f-aa55-1e7871f674a9,s:40~l:54~a:16446,bria-bohanon,basketball,Bria,Bohanon,Bria Bohanon,Bria Bohanon,B. Bohanon,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,,2,Inactive,inactive,,,,false
2022,16447,b84b8c0b-69c5-1927-d983-b30cb35d799d,s:40~l:54~a:16447,lesheena-nation,basketball,Lesheena,Nation,Lesheena Nation,Lesheena Nation,L. Nation,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,,2,Inactive,inactive,,,,false
2022,16448,2dc4b53a-2a31-3eab-6f51-64568b3525d4,s:40~l:54~a:16448,april-bradford,basketball,April,Bradford,April Bradford,April Bradford,A. Bradford,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,,2,Inactive,inactive,,,,false
2022,16449,55402a5f-dbde-7368-2496-c2818c7ef320,s:40~l:54~a:16449,joy-collins,basketball,Joy,Collins,Joy Collins,Joy Collins,J. Collins,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,4,2,Inactive,inactive,,,,false
2022,16450,198e309f-96e8-a8a1-5881-5e53a02af869,s:40~l:54~a:16450,jackie-higgenbotham,basketball,Jackie,Higgenbotham,Jackie Higgenbotham,Jackie Higgenbotham,J. Higgenbotham,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,,2,Inactive,inactive,,,,false
2022,16451,5b7057ea-c664-f846-02f5-18d072c60214,s:40~l:54~a:16451,tempey-hamilton,basketball,Tempey,Hamilton,Tempey Hamilton,Tempey Hamilton,T. Hamilton,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,,2,Inactive,inactive,,,,false
2022,16452,db5dff30-6bb6-65fe-c47d-9f7d85573592,s:40~l:54~a:16452,sha-sha-buchanan,basketball,Sha,Buchanan,Sha Sha Buchanan,Sha Sha Buchanan,S. Buchanan,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,,2,Inactive,inactive,,,,false
2022,16453,7298f224-18aa-ab78-1f4d-1d16b2c1f7c6,s:40~l:54~a:16453,elissa-vandewaa,basketball,Elissa,Vandewaa,Elissa Vandewaa,Elissa Vandewaa,E. Vandewaa,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,,2,Inactive,inactive,,,,false
2022,16454,d71e139c-7d21-a65d-d4a3-b3f15525eef7,s:40~l:54~a:16454,christina-watson,basketball,Christina,Watson,Christina Watson,Christina Watson,C. Watson,,,,,,,,,,,0,Not Available,NA,Not Available,,2590,,1,2,Inactive,inactive,,,,false
2022,18045,959b2b8d-ed9c-dcfd-d5c8-6e7e1ae3bfdf,s:40~l:54~a:18045,ashley-gray,basketball,Ashley,Gray,Ashley Gray,Ashley Gray,A. Gray,,,,,,,,,,,0,Not Available,NA,Not Available,,3083,,,2,Inactive,inactive,,,,false
2022,18046,7e9dc6e2-2838-dc8a-0c0d-c159513f2344,s:40~l:54~a:18046,taylor-mckinney,basketball,Taylor,Mckinney,Taylor Mckinney,Taylor Mckinney,T. Mckinney,,,,,,,,,,,0,Not Available,NA,Not Available,,3083,,,2,Inactive,inactive,,,,false
